,word,transcript,neighbours
2105,"['и', 'с', 'п', 'ы', 'т', 'ы', 'в', 'а', 'л']","['i', 's', 'p', 'y', 't', 'y', 'v', 'a', 'l']","[['i', 's', 'p', 'y', 't', 'y', 'v', 'a', 'l', 'a']]"
2106,"['и', 'с', 'п', 'ы', 'т', 'ы', 'в', 'а', 'л', 'а']","['i', 's', 'p', 'y', 't', 'y', 'v', 'a', 'l', 'a']","[['i', 's', 'p', 'y', 't', 'y', 'v', 'a', 'l']]"
2107,"['и', 'с', 'п', 'ы', 'т', 'ы', 'в', 'а', 'т', 'ь']","['i', 's', 'p', 'y', 't', 'y', 'v', 'a', ""t'""]",[]
2108,"['и', 'с', 'т', 'и', 'н', 'е']","['i', ""s'"", ""t'"", 'i', ""n'"", 'i']",[]
2109,"['и', 'с', 'т', 'и', 'н', 'н', 'а', 'я']","['i', ""s'"", ""t'"", 'i', 'n', 'a', 'j', 'a']",[]
2110,"['и', 'с', 'т', 'и', 'н', 'н', 'о']","['i', ""s'"", ""t'"", 'i', 'n', 'a']","[['i', ""s'"", ""t'"", 'i', 'n', 'a', 'j', 'i']]"
2111,"['и', 'с', 'т', 'и', 'н', 'н', 'о', 'е']","['i', ""s'"", ""t'"", 'i', 'n', 'a', 'j', 'i']","[['i', ""s'"", ""t'"", 'i', 'n', 'a']]"
2112,"['и', 'с', 'т', 'о', 'р', 'и', 'и']","['i', 's', 't', 'o', ""r'"", 'i', 'i']","[['i', 's', 't', 'o', ""r'"", 'i', 'j', 'a'], ['i', 's', 't', 'o', ""r'"", 'i', 'j', 'u']]"
2113,"['и', 'с', 'т', 'о', 'р', 'и', 'ю']","['i', 's', 't', 'o', ""r'"", 'i', 'j', 'u']","[['i', 's', 't', 'o', ""r'"", 'i', 'i'], ['i', 's', 't', 'o', ""r'"", 'i', 'j', 'a']]"
2114,"['и', 'с', 'т', 'о', 'р', 'и', 'я']","['i', 's', 't', 'o', ""r'"", 'i', 'j', 'a']","[['i', 's', 't', 'o', ""r'"", 'i', 'i'], ['i', 's', 't', 'o', ""r'"", 'i', 'j', 'u']]"
2115,"['и', 'с', 'ч', 'е', 'з']","['i', 'sc', 'e', 's']",[]
2116,"['и', 'с', 'ч', 'е', 'з', 'а', 'ю', 'т']","['i', 'sc', 'i', 'z', 'a', 'j', 'u', 't']",[]
2117,"['и', 'с', 'ч', 'е', 'з', 'л', 'а']","['y', 'sc', 'e', 'z', 'l', 'a']","[['i', 'sc', 'e', 'z', ""l'"", 'i'], ['i', 'sc', 'e', 'z', 'l', 'a']]"
2118,"['и', 'с', 'ч', 'е', 'з', 'л', 'и']","['i', 'sc', 'e', 'z', ""l'"", 'i']","[['i', 'sc', 'e', 'z', 'l', 'a'], ['y', 'sc', 'e', 'z', 'l', 'a']]"
2119,"['и', 'с', 'ч', 'е', 'з', 'л', 'о']","['i', 'sc', 'e', 'z', 'l', 'a']","[['i', 'sc', 'e', 'z', ""l'"", 'i'], ['y', 'sc', 'e', 'z', 'l', 'a']]"
2120,"['и', 'с', 'ч', 'е', 'з', 'н', 'у', 'в', 'ш', 'и', 'е']","['i', 'sc', 'ch', 'e', 'z', 'n', 'u', 'f', 'sh', 'y', 'j', 'i']",[]
2121,"['и', 'х']","['i', 'h']","[['i', 's'], [""n'"", 'i', 'h'], [""s'"", 'i', 'h'], ['a', 'h'], ['i', 'm']]"
2122,"['и', 'щ', 'е', 'т']","['i', 'sc', 'i', 't']","[['i', ""d'"", 'o', 't']]"
2123,"['и', 'ю', 'л', 'е']","['y', 'j', 'u', ""l'"", 'i']",[]
2124,"['к', 'а', 'б', 'е', 'д', 'в', 'а', 'ш', 'н', 'и', 'к', 'о', 'в']","['k', 'a', ""b'"", 'i', 'd', 'v', 'a', 'sh', ""n'"", 'i', 'k', 'a', 'f']",[]
2125,"['к', 'а', 'б', 'е', 'т', 'р', 'и', 'ш', 'н', 'и', 'к', 'о', 'в']","['k', 'a', 'b', 'i', 't', ""r'"", 'i', 'sh', ""n'"", 'i', 'k', 'a', 'f']",[]
2126,"['к', 'а', 'б', 'и', 'н', 'е', 'т', 'и', 'к']","['k', 'a', ""b'"", 'i', ""n'"", 'e', ""t'"", 'i', 'k']",[]
2127,"['к', 'а', 'б', 'и', 'н', 'у']","['k', 'a', ""b'"", 'i', 'n', 'u']","[['k', 'a', ""b'"", 'i', 'n', 'y']]"
2128,"['к', 'а', 'б', 'и', 'н', 'ы']","['k', 'a', ""b'"", 'i', 'n', 'y']","[['k', 'a', ""b'"", 'i', 'n', 'u']]"
2129,"['к', 'а', 'б', 'л', 'у', 'к', 'а', 'х']","['k', 'a', 'b', 'l', 'u', 'k', 'a', 'h']",[]
2130,"['к', 'а', 'б', 'ы']","['k', 'a', 'b', 'y']",[]
2131,"['к', 'а', 'в', 'к', 'а', 'з']","['k', 'a', 'f', 'k', 'a', 's']",[]
2132,"['к', 'а', 'ж', 'д', 'а', 'я']","['k', 'a', 'zh', 'd', 'a', 'j', 'a']",[]
2133,"['к', 'а', 'ж', 'д', 'о', 'г', 'о']","['k', 'a', 'zh', 'd', 'a', 'v', 'a']",[]
2134,"['к', 'а', 'ж', 'д', 'о', 'й']","['k', 'a', 'zh', 'd', 'a', 'j']","[['k', 'a', 'zh', 'd', 'a', 'm'], ['k', 'a', 'zh', 'd', 'y', 'j']]"
2135,"['к', 'а', 'ж', 'д', 'о', 'м']","['k', 'a', 'zh', 'd', 'a', 'm']","[['k', 'a', 'zh', 'd', 'a', 'm', 'u'], ['k', 'a', 'zh', 'd', 'a', 'j']]"
2136,"['к', 'а', 'ж', 'д', 'о', 'м', 'у']","['k', 'a', 'zh', 'd', 'a', 'm', 'u']","[['k', 'a', 'zh', 'd', 'a', 'm']]"
2137,"['к', 'а', 'ж', 'д', 'у', 'ю']","['k', 'a', 'zh', 'd', 'u', 'j', 'u']",[]
2138,"['к', 'а', 'ж', 'д', 'ы', 'й']","['k', 'a', 'zh', 'd', 'y', 'j']","[['k', 'a', 'zh', 'd', 'a', 'j']]"
2139,"['к', 'а', 'ж', 'е', 'т', 'с', 'я']","['k', 'a', 'zh', 'y', 'c', 'a']",[]
2140,"['к', 'а', 'з', 'а', 'л', 'а', 'с', 'ь']","['k', 'a', 'z', 'a', 'l', 'a', ""s'""]","[['k', 'a', 'z', 'a', ""l'"", 'i', ""s'""], ['a', 'k', 'a', 'z', 'a', 'l', 'a', ""s'""], ['k', 'a', 'z', 'a', 'l', 'a', ""s'""]]"
2141,"['к', 'а', 'з', 'а', 'л', 'и', 'с', 'ь']","['k', 'a', 'z', 'a', ""l'"", 'i', ""s'""]","[['k', 'a', 'z', 'a', 'l', 'a', ""s'""], ['k', 'a', 'z', 'a', 'l', 'a', ""s'""]]"
2142,"['к', 'а', 'з', 'а', 'л', 'о', 'с', 'ь']","['k', 'a', 'z', 'a', 'l', 'a', ""s'""]","[['k', 'a', 'z', 'a', ""l'"", 'i', ""s'""], ['k', 'a', 'z', 'a', 'l', 'a', ""s'""]]"
2143,"['к', 'а', 'з', 'а', 'л', 'с', 'я']","['k', 'a', 'z', 'a', 'l', ""s'"", 'a']","[['a', 'k', 'a', 'z', 'a', 'l', ""s'"", 'i'], ['k', 'a', 't', 'a', 'l', ""s'"", 'a']]"
2144,"['к', 'а', 'к']","['k', 'a', 'k']","[['t', 'a', 'k']]"
2145,"['к', 'а', 'к', 'т', 'о']","['k', 'a', 'k', 't', 'a']",[]
2146,"['к', 'а', 'к', 'а', 'я']","['k', 'a', 'k', 'a', 'j', 'i']","[['t', 'a', 'k', 'a', 'j', 'i']]"
2147,"['к', 'а', 'к', 'а', 'я', 'н', 'и', 'б', 'у', 'д', 'ь']","['k', 'a', 'k', 'a', 'j', 'i', ""n'"", 'i', 'b', 'u', ""d'""]",[]
2148,"['к', 'а', 'к', 'а', 'я', 'т', 'о']","['k', 'a', 'k', 'a', 'i', 't', 'a']",[]
2149,"['к', 'а', 'к', 'и', 'е']","['k', 'a', ""k'"", 'i', 'i']","[['t', 'a', ""k'"", 'i', 'i'], ['k', 'a', 'k', 'o', 'j', 'i'], ['k', 'a', ""k'"", 'i', 'm'], ['k', 'a', ""k'"", 'i', 'h']]"
2150,"['к', 'а', 'к', 'и', 'е', 'т', 'о']","['k', 'a', ""k'"", 'i', 'i', 't', 'a']","[['k', 'a', ""k'"", 'i', 'h', 't', 'a'], ['k', 'a', 'k', 'o', 'j', 'i', 't', 'a'], ['k', 'a', ""k'"", 'i', 'm', 't', 'a']]"
2151,"['к', 'а', 'к', 'и', 'м']","['k', 'a', ""k'"", 'i', 'm']","[['t', 'a', ""k'"", 'i', 'm'], ['k', 'a', 'k', 'o', 'm'], ['k', 'a', ""k'"", 'i', 'h'], ['k', 'a', ""k'"", 'i', 'i']]"
2152,"['к', 'а', 'к', 'и', 'м', 'н', 'и', 'б', 'у', 'д', 'ь']","['k', 'a', ""k'"", 'i', 'm', ""n'"", 'i', 'b', 'u', ""d'""]","[['k', 'a', ""k'"", 'i', 'h', ""n'"", 'i', 'b', 'u', ""t'""]]"
2153,"['к', 'а', 'к', 'и', 'м', 'т', 'о']","['k', 'a', ""k'"", 'i', 'm', 't', 'a']","[['k', 'a', ""k'"", 'i', ""m'"", 'i', 't', 'a'], ['k', 'a', ""k'"", 'i', 'h', 't', 'a'], ['k', 'a', ""k'"", 'i', 'i', 't', 'a'], ['k', 'a', 'k', 'o', 'm', 't', 'a']]"
2154,"['к', 'а', 'к', 'и', 'м', 'и', 'т', 'о']","['k', 'a', ""k'"", 'i', ""m'"", 'i', 't', 'a']","[['k', 'a', ""k'"", 'i', 'm', 't', 'a']]"
2155,"['к', 'а', 'к', 'и', 'х']","['k', 'a', ""k'"", 'i', 'h']","[['t', 'a', ""k'"", 'i', 'h'], ['k', 'a', ""k'"", 'i', 'm'], ['k', 'a', ""k'"", 'i', 'i']]"
2156,"['к', 'а', 'к', 'и', 'х', 'н', 'и', 'б', 'у', 'д', 'ь']","['k', 'a', ""k'"", 'i', 'h', ""n'"", 'i', 'b', 'u', ""t'""]","[['k', 'a', ""k'"", 'i', 'm', ""n'"", 'i', 'b', 'u', ""d'""]]"
2157,"['к', 'а', 'к', 'и', 'х', 'т', 'о']","['k', 'a', ""k'"", 'i', 'h', 't', 'a']","[['k', 'a', ""k'"", 'i', 'i', 't', 'a'], ['k', 'a', ""k'"", 'i', 'm', 't', 'a']]"
2158,"['к', 'а', 'к', 'о', 'г', 'о']","['k', 'a', 'k', 'o', 'v', 'a']","[['t', 'a', 'k', 'o', 'v', 'a']]"
2159,"['к', 'а', 'к', 'о', 'г', 'о', 'н', 'и', 'б', 'у', 'д', 'ь']","['k', 'a', 'k', 'o', 'v', 'a', ""n'"", 'i', 'b', 'u', ""t'""]",[]
2160,"['к', 'а', 'к', 'о', 'г', 'о', 'т', 'о']","['k', 'a', 'k', 'o', 'v', 'a', 't', 'a']",[]
2161,"['к', 'а', 'к', 'о', 'е']","['k', 'a', 'k', 'o', 'j', 'i']","[['k', 'a', 'k', 'o', 'm'], ['k', 'a', 'k', 'o', 'j'], ['t', 'a', 'k', 'o', 'i'], ['k', 'a', ""k'"", 'i', 'i']]"
2162,"['к', 'а', 'к', 'о', 'е', 'н', 'и', 'б', 'у', 'д', 'ь']","['k', 'a', 'k', 'o', 'j', 'i', ""n'"", 'i', 'b', 'u', ""d'""]","[['k', 'a', 'k', 'o', 'j', ""n'"", 'i', 'b', 'u', ""t'""]]"
2163,"['к', 'а', 'к', 'о', 'е', 'т', 'о']","['k', 'a', 'k', 'o', 'j', 'i', 't', 'a']","[['k', 'a', 'k', 'o', 'j', 't', 'a'], ['k', 'a', ""k'"", 'i', 'i', 't', 'a'], ['k', 'a', 'k', 'o', 'm', 't', 'a']]"
2164,"['к', 'а', 'к', 'о', 'й']","['k', 'a', 'k', 'o', 'j']","[['k', 'a', 'k', 'o', 'm'], ['k', 'a', 'k', 'o', 'j', 'i'], ['t', 'a', 'k', 'o', 'j']]"
2165,"['к', 'а', 'к', 'о', 'й', 'н', 'и', 'б', 'у', 'д', 'ь']","['k', 'a', 'k', 'o', 'j', ""n'"", 'i', 'b', 'u', ""t'""]","[['k', 'a', 'k', 'o', 'j', 'i', ""n'"", 'i', 'b', 'u', ""d'""]]"
2166,"['к', 'а', 'к', 'о', 'й', 'т', 'о']","['k', 'a', 'k', 'o', 'j', 't', 'a']","[['k', 'a', 'k', 'o', 'm', 't', 'a'], ['k', 'a', 'k', 'o', 'j', 'i', 't', 'a']]"
2167,"['к', 'а', 'к', 'о', 'м']","['k', 'a', 'k', 'o', 'm']","[['k', 'a', 'k', 'o', 'j'], ['k', 'a', 'k', 'o', 'm', 'u'], ['t', 'a', 'k', 'o', 'm'], ['k', 'a', 'k', 'o', 'j', 'i'], ['k', 'a', ""k'"", 'i', 'm']]"
2168,"['к', 'а', 'к', 'о', 'м', 'т', 'о']","['k', 'a', 'k', 'o', 'm', 't', 'a']","[['k', 'a', 'k', 'o', 'j', 't', 'a'], ['k', 'a', 'k', 'o', 'j', 'i', 't', 'a'], ['k', 'a', ""k'"", 'i', 'm', 't', 'a']]"
2169,"['к', 'а', 'к', 'о', 'м', 'у']","['k', 'a', 'k', 'o', 'm', 'u']","[['k', 'a', 'k', 'o', 'm']]"
2170,"['к', 'а', 'к', 'т', 'о']","['k', 'a', 'k', 't', 'a']",[]
2171,"['к', 'а', 'к', 'у', 'ю']","['k', 'a', 'k', 'u', 'j', 'u']","[['t', 'a', 'k', 'u', 'j', 'u']]"
2172,"['к', 'а', 'к', 'у', 'ю', 'н', 'и', 'б', 'у', 'д', 'ь']","['k', 'a', 'k', 'u', 'j', 'u', ""n'"", 'i', 'b', 'u', ""t'""]",[]
2173,"['к', 'а', 'к', 'у', 'ю', 'т', 'о']","['k', 'a', 'k', 'u', 'j', 'u', 't', 'a']",[]
2174,"['к', 'а', 'л', 'у', 'г', 'и', 'н']","['k', 'a', 'l', 'u', ""g'"", 'i', 'n']",[]
2175,"['к', 'а', 'л', 'у', 'ж', 'с', 'к', 'о', 'й']","['k', 'a', 'l', 'u', 'sh', 's', 'k', 'a', 'j']",[]
2176,"['к', 'а', 'м', 'е', 'н', 'н', 'о', 'г', 'о']","['k', 'a', ""m'"", 'i', 'n', 'a', 'v', 'a']",[]
2177,"['к', 'а', 'м', 'е', 'н', 'н', 'ы', 'м']","['k', 'a', ""m'"", 'i', 'n', 'y', 'm']",[]
2178,"['к', 'а', 'м', 'н', 'я']","['k', 'a', 'm', ""n'"", 'a']",[]
2179,"['к', 'а', 'н', 'а', 'д', 'ы']","['k', 'a', 'n', 'a', 'd', 'y']",[]
2180,"['к', 'а', 'н', 'а', 'л', 'и', 'з', 'а', 'ц', 'и', 'о', 'н', 'н', 'а', 'я']","['k', 'a', 'n', 'a', ""l'"", 'i', 'z', 'a', 'c', 'y', 'o', 'n', 'a', 'j', 'a']",[]
2181,"['к', 'а', 'н', 'д', 'и', 'д', 'а', 'т']","['k', 'a', ""n'"", ""d'"", 'i', 'd', 'a', 't']",[]
2182,"['к', 'а', 'н', 'ц', 'е', 'л', 'я', 'р', 'и', 'и']","['k', 'a', 'n', 'c', 'y', ""l'"", 'a', ""r'"", 'i', 'i']",[]
2183,"['к', 'а', 'п', 'л', 'и']","['k', 'a', 'p', ""l'"", 'i']","[['k', 'a', 'p', ""l'"", 'a']]"
2184,"['к', 'а', 'п', 'л', 'я']","['k', 'a', 'p', ""l'"", 'a']","[['k', 'a', 'p', ""l'"", 'i']]"
2185,"['к', 'а', 'р', 'а', 'н', 'д', 'а', 'ш']","['k', 'a', 'r', 'a', 'n', 'd', 'a', 'sh']",[]
2186,"['к', 'а', 'р', 'а', 'н', 'д', 'а', 'ш', 'о', 'м']","['k', 'a', 'r', 'a', 'n', 'd', 'a', 'sh', 'o', 'm']",[]
2187,"['к', 'а', 'р', 'м', 'а', 'н']","['k', 'a', 'r', 'm', 'a', 'n']","[['k', 'a', 'r', 'm', 'a', ""n'"", 'i']]"
2188,"['к', 'а', 'р', 'м', 'а', 'н', 'е']","['k', 'a', 'r', 'm', 'a', ""n'"", 'i']","[['k', 'a', 'r', 'm', 'a', 'n']]"
2189,"['к', 'а', 'с', 'а', 'е', 'т', 'с', 'я']","['k', 'a', 's', 'a', 'j', 'i', 'c', 'a']",[]
2190,"['к', 'а', 'с', 'а', 'ю', 'щ', 'е', 'м', 'с', 'я']","['k', 'a', 's', 'a', 'j', 'u', 'sc', 'i', 'm', ""s'"", 'a']",[]
2191,"['к', 'а', 'с', 'с', 'у']","['k', 'a', 's', 's', 'u']",[]
2192,"['к', 'а', 'т', 'а', 'л', 'с', 'я']","['k', 'a', 't', 'a', 'l', ""s'"", 'a']","[['k', 'a', 'z', 'a', 'l', ""s'"", 'a'], ['sh', 'a', 't', 'a', 'l', ""s'"", 'i']]"
2193,"['к', 'а', 'т', 'а', 'с', 'т', 'р', 'о', 'ф', 'ы']","['k', 'a', 't', 'a', 's', 't', 'r', 'o', 'f', 'y']",[]
2194,"['к', 'а', 'т', 'а', 'т', 'ь', 'с', 'я']","['k', 'a', 't', 'a', 'c', 'a']",[]
2195,"['к', 'а', 'т', 'и', 'л', 'о', 'с', 'ь']","['k', 'a', ""t'"", 'i', 'l', 'a', ""s'""]",[]
2196,"['к', 'а', 'т', 'и', 'с', 'ь']","['k', 'a', ""t'"", 'i', ""s'""]",[]
2197,"['к', 'а', 'т', 'и', 'т', 'с', 'я']","['k', 'a', ""t'"", 'i', 'c', 'a']",[]
2198,"['к', 'а', 'т', 'о', 'к']","['k', 'a', 't', 'o', 'k']",[]
2199,"['к', 'а', 'ч', 'е', 'с', 'т', 'в', 'а', 'х']","['k', 'a', 'ch', 'i', 's', 't', 'v', 'a', 'h']",[]
2200,"['к', 'а', 'ч', 'е', 'с', 'т', 'в', 'о']","['k', 'a', 'ch', 'i', 's', 't', 'v', 'a']",[]
2201,"['к', 'а', 'ш', 'а']","['k', 'a', 'sh', 'a']","[['v', 'a', 'sh', 'a'], ['n', 'a', 'sh', 'a'], ['p', 'a', 'sh', 'a']]"
2202,"['к', 'б']","['k', 'a', 'b', 'e']","[['a', 'b']]"
2203,"['к', 'в', 'а', 'д', 'р', 'а', 'т', 'е']","['k', 'v', 'a', 'd', 'r', 'a', ""t'"", 'i']",[]
2204,"['к', 'в', 'а', 'л', 'и', 'ф', 'и', 'ц', 'и', 'р', 'о', 'в', 'а', 'н', 'н', 'ы', 'й']","['k', 'v', 'a', ""l'"", 'i', ""f'"", 'i', 'c', 'y', 'r', 'a', 'v', 'a', 'n', 'y', 'j']",[]
2205,"['к', 'в', 'а', 'р', 'т', 'и', 'р', 'а']","['k', 'v', 'a', 'r', ""t'"", 'i', 'r', 'a']","[['k', 'v', 'a', 'r', ""t'"", 'i', 'r', 'u'], ['k', 'v', 'a', 'r', ""t'"", 'i', 'r', 'y'], ['k', 'v', 'a', 'r', ""t'"", 'i', 'r', 'a', 'h'], ['k', 'v', 'a', 'r', ""t'"", 'i', ""r'"", 'i']]"
2206,"['к', 'в', 'а', 'р', 'т', 'и', 'р', 'а', 'х']","['k', 'v', 'a', 'r', ""t'"", 'i', 'r', 'a', 'h']","[['k', 'v', 'a', 'r', ""t'"", 'i', 'r', 'a']]"
2207,"['к', 'в', 'а', 'р', 'т', 'и', 'р', 'е']","['k', 'v', 'a', 'r', ""t'"", 'i', ""r'"", 'i']","[['k', 'v', 'a', 'r', ""t'"", 'i', 'r', 'a'], ['k', 'v', 'a', 'r', ""t'"", 'i', 'r', 'y'], ['k', 'v', 'a', 'r', ""t'"", 'i', 'r', 'u']]"
2208,"['к', 'в', 'а', 'р', 'т', 'и', 'р', 'у']","['k', 'v', 'a', 'r', ""t'"", 'i', 'r', 'u']","[['k', 'v', 'a', 'r', ""t'"", 'i', 'r', 'a'], ['k', 'v', 'a', 'r', ""t'"", 'i', 'r', 'y'], ['k', 'v', 'a', 'r', ""t'"", 'i', ""r'"", 'i']]"
2209,"['к', 'в', 'а', 'р', 'т', 'и', 'р', 'ы']","['k', 'v', 'a', 'r', ""t'"", 'i', 'r', 'y']","[['k', 'v', 'a', 'r', ""t'"", 'i', 'r', 'a'], ['k', 'v', 'a', 'r', ""t'"", 'i', ""r'"", 'i'], ['k', 'v', 'a', 'r', ""t'"", 'i', 'r', 'u']]"
2210,"['к', 'е', 'м']","[""k'"", 'e', 'm']","[[""t'"", 'e', 'm'], ['ch', 'e', 'm'], [""n'"", 'o', 'm']]"
2211,"['к', 'е', 'м', 'т', 'о']","[""k'"", 'e', 'm', 't', 'a']","[['ch', 'o', 'm', 't', 'a']]"
2212,"['к', 'е', 'ф', 'и', 'р']","[""k'"", 'i', ""f'"", 'i', 'r']",[]
2213,"['к', 'и', 'в', 'а', 'л']","[""k'"", 'i', 'v', 'a', 'l']",[]
2214,"['к', 'и', 'в', 'н', 'у', 'в']","[""k'"", 'i', 'v', 'n', 'u', 'f']",[]
2215,"['к', 'и', 'в', 'н', 'у', 'л', 'а']","[""k'"", 'i', 'v', 'n', 'u', 'l', 'a']","[[""k'"", 'i', 'n', 'u', 'l', 'a']]"
2216,"['к', 'и', 'д', 'а', 'л', 'с', 'я']","[""k'"", 'i', 'd', 'a', 'l', ""s'"", 'i']",[]
2217,"['к', 'и', 'д', 'а', 'т', 'ь']","[""k'"", 'i', 'd', 'a', ""t'""]",[]
2218,"['к', 'и', 'л', 'о', 'м', 'е', 'т', 'р']","[""k'"", 'i', 'l', 'a', ""m'"", 'e', 't', 'r']",[]
2219,"['к', 'и', 'н', 'о', 'к', 'а', 'р', 'т', 'и', 'н', 'у']","[""k'"", 'i', 'n', 'a', 'k', 'a', 'r', ""t'"", 'i', 'n', 'u']","[[""k'"", 'i', 'n', 'a', 'k', 'a', 'r', ""t'"", 'i', 'n', 'y']]"
2220,"['к', 'и', 'н', 'о', 'к', 'а', 'р', 'т', 'и', 'н', 'ы']","[""k'"", 'i', 'n', 'a', 'k', 'a', 'r', ""t'"", 'i', 'n', 'y']","[[""k'"", 'i', 'n', 'a', 'k', 'a', 'r', ""t'"", 'i', 'n', 'u']]"
2221,"['к', 'и', 'н', 'у', 'л', 'а']","[""k'"", 'i', 'n', 'u', 'l', 'a']","[[""k'"", 'i', 'v', 'n', 'u', 'l', 'a']]"
2222,"['к', 'и', 'н', 'у', 'л', 'а', 'с', 'ь']","[""k'"", 'i', 'n', 'u', 'l', 'a', ""s'""]",[]
2223,"['к', 'и', 'п', 'а']","[""k'"", 'i', 'p', 'a']","[[""k'"", 'i', 'p', 'y']]"
2224,"['к', 'и', 'п', 'и', 'т']","[""k'"", 'i', ""p'"", 'i', 't']",[]
2225,"['к', 'и', 'п', 'ы']","[""k'"", 'i', 'p', 'y']","[[""k'"", 'i', 'p', 'a'], [""l'"", 'i', 'p', 'y']]"
2226,"['к', 'и', 'р', 'и', 'л', 'л', 'о', 'в', 'и', 'ч']","[""k'"", 'i', ""r'"", 'i', 'l', 'a', ""v'"", 'i', 'ch']","[[""k'"", 'i', ""r'"", 'i', 'l', 'a', ""v'"", 'i', 'ch', 'a']]"
2227,"['к', 'и', 'р', 'и', 'л', 'л', 'о', 'в', 'и', 'ч', 'а']","[""k'"", 'i', ""r'"", 'i', 'l', 'a', ""v'"", 'i', 'ch', 'a']","[[""k'"", 'i', ""r'"", 'i', 'l', 'a', ""v'"", 'i', 'ch']]"
2228,"['к', 'и', 'р', 'п', 'и', 'ч']","[""k'"", 'i', 'r', ""p'"", 'i', 'ch']",[]
2229,"['к', 'и', 'р', 'п', 'и', 'ч', 'н', 'ы', 'х']","[""k'"", 'i', 'r', ""p'"", 'i', 'ch', 'n', 'y', 'h']",[]
2230,"['к', 'и', 'р', 'с', 'а', 'н', 'о', 'в', 'е']","[""k'"", 'i', 'r', 's', 'a', 'n', 'a', ""v'"", 'i']",[]
2231,"['к', 'и', 'с', 'т', 'о', 'ч', 'к', 'у']","[""k'"", 'i', 's', 't', 'a', 'ch', 'k', 'u']",[]
2232,"['к', 'и', 'т', 'а', 'е']","[""k'"", 'i', 't', 'a', 'j', 'i']","[[""k'"", 'i', 't', 'a', 'j', 'a']]"
2233,"['к', 'и', 'т', 'а', 'й', 'с', 'к', 'и', 'м', 'и']","[""k'"", 'i', 't', 'a', 'j', 's', ""k'"", 'i', ""m'"", 'i']",[]
2234,"['к', 'и', 'т', 'а', 'й', 'с', 'к', 'и', 'х']","[""k'"", 'i', 't', 'a', 'j', 's', ""k'"", 'i', 'h']",[]
2235,"['к', 'и', 'т', 'а', 'я']","[""k'"", 'i', 't', 'a', 'j', 'a']","[[""k'"", 'i', 't', 'a', 'j', 'i']]"
2236,"['к', 'и', 'ч', 'а', 'т', 'с', 'я']","[""k'"", 'i', 'ch', 'a', 'c', 'a']","[[""k'"", 'i', 'ch', 'i', 'c', 'a']]"
2237,"['к', 'и', 'ч', 'и', 'т', 'с', 'я']","[""k'"", 'i', 'ch', 'i', 'c', 'a']","[[""k'"", 'i', 'ch', 'a', 'c', 'a']]"
2238,"['к', 'и', 'ч', 'л', 'и', 'в', 'о', 'с', 'т', 'ь']","[""k'"", 'i', 'ch', ""l'"", 'i', 'v', 'a', ""s'"", ""t'""]",[]
2239,"['к', 'л', 'а', 'с', 'с', 'е']","['k', 'l', 'a', ""s'"", 'i']",[]
2240,"['к', 'л', 'е', 'в']","['k', ""l'"", 'o', 'f']",[]
2241,"['к', 'л', 'е', 'в', 'е', 'т']","['k', ""l'"", 'i', ""v'"", 'e', 't']",[]
2242,"['к', 'л', 'е', 'е', 'н', 'к', 'е']","['k', ""l'"", 'i', 'j', 'o', 'n', ""k'"", 'i']",[]
2243,"['к', 'л', 'е', 'и', 'т', 'с', 'я']","['k', ""l'"", 'e', 'i', 'c', 'a']",[]
2244,"['к', 'л', 'е', 'т', 'о', 'ч', 'к', 'у']","['k', ""l'"", 'e', 't', 'a', 'ch', 'k', 'u']",[]
2245,"['к', 'л', 'е', 'т', 'ч', 'а', 'т', 'у', 'ю']","['k', ""l'"", 'e', 'ch', 'i', 't', 'u', 'j', 'u']",[]
2246,"['к', 'л', 'и', 'м', 'а', 'т']","['k', ""l'"", 'i', 'm', 'a', 't']","[['k', ""l'"", 'i', 'm', 'a', ""t'"", 'i']]"
2247,"['к', 'л', 'и', 'м', 'а', 'т', 'е']","['k', ""l'"", 'i', 'm', 'a', ""t'"", 'i']","[['k', ""l'"", 'i', 'm', 'a', 't']]"
2248,"['к', 'л', 'и', 'ч', 'у']","['k', ""l'"", 'i', 'ch', 'u']",[]
2249,"['к', 'л', 'о', 'ч', 'ь', 'е', 'в']","['k', 'l', 'o', 'ch', 'j', 'i', 'f']",[]
2250,"['к', 'л', 'у', 'б']","['k', 'l', 'u', 'p']",[]
2251,"['к', 'л', 'ю', 'ч']","['k', ""l'"", 'u', 'ch']",[]
2252,"['к', 'л', 'ю', 'ч', 'о', 'м']","['k', ""l'"", 'u', 'ch', 'o', 'm']",[]
2253,"['к', 'н', 'и', 'г']","['k', ""n'"", 'i', 'k']","[['k', ""n'"", 'i', ""g'"", 'i'], ['k', ""n'"", 'i', ""g'"", 'i'], ['k', ""n'"", 'i', 'g', 'u']]"
2254,"['к', 'н', 'и', 'г', 'е']","['k', ""n'"", 'i', ""g'"", 'i']","[['k', ""n'"", 'i', ""g'"", 'i'], ['k', ""n'"", 'i', 'g', 'u'], ['k', ""n'"", 'i', 'k']]"
2255,"['к', 'н', 'и', 'г', 'и']","['k', ""n'"", 'i', ""g'"", 'i']","[['k', ""n'"", 'i', 'g', 'u'], ['k', ""n'"", 'i', ""g'"", 'i'], ['k', ""n'"", 'i', 'k']]"
2256,"['к', 'н', 'и', 'г', 'о', 'й']","['k', ""n'"", 'i', 'g', 'a', 'j']",[]
